id_inquilino,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17
9465,mañana,madrugador,primaria,si,si,si,sin mascotas,pedir comida,si,no,no,si,ordenada,rock,si,casa,no
9466,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,no,salir,si
9467,noche,nocturno,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,si,salir,no
9468,noche,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
9469,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,si,casa,no
9470,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,si,casa,no
9471,noche,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
9472,noche,madrugador,primaria,si,no,si,con mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,si
9473,noche,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,no,si,si,no,relajada,reggaeton,no,salir,si
9474,noche,madrugador,universitaria,no,si,si,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,casa,si
9475,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,si,salir,no
9476,noche,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
9477,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,si,salir,si
9478,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
9479,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9480,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
9481,mañana,nocturno,universitaria,si,no,no,sin mascotas,cocinar,no,no,si,no,ordenada,pop,no,casa,no
9482,mañana,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,no,ordenada,pop,si,casa,no
9483,noche,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9484,mañana,nocturno,universitaria,si,no,no,con mascotas,cocinar,si,si,no,no,relajada,rock,no,casa,no
9485,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,si,ordenada,reggaeton,no,casa,no
9486,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,no,si,ordenada,clasica,si,salir,si
9487,noche,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
9488,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
9489,mañana,madrugador,primaria,si,si,si,con mascotas,pedir comida,no,no,no,si,relajada,rock,si,casa,no
9490,noche,madrugador,universitaria,no,no,no,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,no,casa,si
9491,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,salir,no
9492,mañana,madrugador,universitaria,si,si,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,no,casa,si
9493,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,si,no,si,ordenada,pop,no,salir,no
9494,noche,madrugador,secundaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,salir,no
9495,mañana,nocturno,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,clasica,si,casa,no
9496,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9497,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,si,no,ordenada,pop,no,casa,no
9498,mañana,madrugador,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,si,relajada,clasica,si,casa,no
9499,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,casa,no
9500,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,si
9501,noche,nocturno,primaria,si,no,si,sin mascotas,cocinar,si,no,no,si,relajada,rock,si,casa,no
9502,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,no,si,si,si,relajada,pop,si,salir,si
9503,noche,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,si
9504,noche,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
9505,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
9506,mañana,nocturno,universitaria,si,si,no,con mascotas,cocinar,no,si,si,si,relajada,clasica,si,salir,si
9507,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,no,si,no,relajada,pop,no,casa,no
9508,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,si,si,si,relajada,pop,no,casa,no
9509,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
9510,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,si
9511,noche,nocturno,universitaria,no,no,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,no
9512,noche,madrugador,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9513,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
9514,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,no
9515,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,no,salir,si
9516,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,si
9517,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
9518,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9519,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9520,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
9521,noche,nocturno,universitaria,si,no,si,con mascotas,pedir comida,si,no,no,no,ordenada,rock,no,casa,si
9522,mañana,madrugador,secundaria,si,no,si,con mascotas,cocinar,si,no,no,si,relajada,rock,no,casa,no
9523,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,no,no,si,ordenada,rock,si,casa,no
9524,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9525,noche,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,reggaeton,no,casa,no
9526,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,salir,no
9527,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,rock,si,casa,no
9528,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,no
9529,noche,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
9530,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
9531,noche,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9532,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
9533,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
9534,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,si,no,no,si,relajada,rock,no,casa,no
9535,noche,nocturno,secundaria,si,si,no,sin mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9536,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
9537,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9538,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,reggaeton,no,casa,no
9539,mañana,madrugador,secundaria,no,no,no,con mascotas,cocinar,no,no,no,si,relajada,pop,no,casa,no
9540,mañana,nocturno,primaria,no,no,si,sin mascotas,cocinar,si,si,no,no,ordenada,clasica,si,casa,no
9541,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9542,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,si,salir,no
9543,noche,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,si
9544,noche,madrugador,universitaria,no,no,no,con mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
9545,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
9546,noche,madrugador,universitaria,no,si,no,con mascotas,cocinar,no,si,si,si,ordenada,reggaeton,si,casa,si
9547,noche,madrugador,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
9548,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9549,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,no,si,ordenada,clasica,no,salir,si
9550,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9551,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,no,ordenada,clasica,si,casa,si
9552,mañana,madrugador,universitaria,no,no,si,sin mascotas,pedir comida,si,no,no,no,relajada,pop,no,casa,no
9553,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,no,si,no,ordenada,clasica,no,casa,si
9554,mañana,nocturno,secundaria,si,si,no,con mascotas,cocinar,si,si,no,si,relajada,pop,si,salir,si
9555,noche,nocturno,secundaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9556,noche,nocturno,secundaria,no,si,si,con mascotas,cocinar,si,no,si,si,relajada,reggaeton,si,salir,si
9557,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9558,noche,nocturno,universitaria,si,si,no,sin mascotas,cocinar,no,si,si,si,relajada,clasica,si,salir,si
9559,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,no,ordenada,clasica,si,casa,si
9560,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
9561,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,salir,no
9562,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,salir,si
9563,mañana,nocturno,universitaria,si,si,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,casa,no
9564,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9565,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,clasica,si,salir,si
9566,noche,madrugador,universitaria,no,si,si,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,salir,no
9567,mañana,madrugador,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
9568,mañana,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,no,si,no,ordenada,rock,no,casa,no
9569,noche,nocturno,universitaria,no,si,si,sin mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,salir,si
9570,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
9571,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,ordenada,rock,no,salir,si
9572,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9573,noche,nocturno,secundaria,si,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9574,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,no,relajada,clasica,si,salir,si
9575,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
9576,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,si,si,no,si,ordenada,clasica,no,casa,no
9577,noche,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
9578,noche,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,si,si,si,no,ordenada,reggaeton,si,casa,no
9579,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
9580,noche,madrugador,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9581,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9582,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
9583,mañana,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,si,si,no,no,ordenada,pop,no,casa,si
9584,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,no,si,si,relajada,clasica,si,salir,si
9585,mañana,madrugador,secundaria,si,si,si,sin mascotas,cocinar,si,no,no,si,ordenada,rock,no,casa,no
9586,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9587,noche,nocturno,universitaria,si,no,no,con mascotas,cocinar,no,si,si,si,relajada,reggaeton,si,salir,si
9588,mañana,madrugador,primaria,si,si,si,con mascotas,pedir comida,no,no,no,no,ordenada,rock,no,salir,no
9589,noche,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,no,si,si,ordenada,rock,no,casa,si
9590,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,reggaeton,si,salir,si
9591,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,reggaeton,no,casa,si
9592,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
9593,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,clasica,no,casa,no
9594,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
9595,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,relajada,reggaeton,no,casa,no
9596,mañana,madrugador,primaria,si,si,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,si,salir,si
9597,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,casa,si
9598,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,si,ordenada,rock,no,salir,no
9599,noche,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,casa,si
9600,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9601,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,si
9602,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,no
9603,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,casa,no
9604,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,si,no,si,ordenada,rock,si,casa,no
9605,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
9606,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,no,no,no,si,relajada,clasica,no,salir,no
9607,noche,madrugador,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,no
9608,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,no
9609,mañana,nocturno,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,no
9610,noche,madrugador,secundaria,no,si,no,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,si,salir,si
9611,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,casa,si
9612,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,no,ordenada,reggaeton,si,salir,si
9613,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
9614,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
9615,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
9616,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,reggaeton,no,casa,no
9617,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
9618,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,salir,no
9619,mañana,madrugador,primaria,si,no,no,con mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
9620,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9621,noche,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,no,si,si,si,ordenada,clasica,no,casa,si
9622,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9623,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,no
9624,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9625,noche,nocturno,secundaria,si,si,si,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,casa,si
9626,mañana,nocturno,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
9627,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
9628,mañana,nocturno,secundaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
9629,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,casa,si
9630,mañana,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,no
9631,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
9632,mañana,madrugador,universitaria,no,no,no,con mascotas,pedir comida,no,no,no,no,ordenada,rock,no,casa,no
9633,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,no,salir,si
9634,noche,madrugador,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9635,mañana,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
9636,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,ordenada,clasica,no,salir,si
9637,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,reggaeton,no,casa,no
9638,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,reggaeton,si,casa,no
9639,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,si
9640,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,si,no,si,relajada,pop,no,casa,no
9641,noche,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,si,no,no,ordenada,clasica,si,casa,no
9642,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
9643,mañana,madrugador,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9644,noche,nocturno,secundaria,no,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
9645,mañana,nocturno,primaria,si,si,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9646,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
9647,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,salir,no
9648,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
9649,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
9650,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,si,ordenada,reggaeton,no,salir,no
9651,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,salir,no
9652,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
9653,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,salir,no
9654,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,no
9655,noche,madrugador,primaria,no,si,si,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
9656,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,si,no,ordenada,pop,si,salir,no
9657,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,si,no,no,ordenada,reggaeton,no,casa,no
9658,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,reggaeton,si,salir,si
9659,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,si,ordenada,rock,no,salir,si
9660,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,no,si,si,si,relajada,clasica,si,casa,si
9661,noche,madrugador,universitaria,si,si,no,sin mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,si
9662,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9663,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
9664,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,si,no,ordenada,rock,no,casa,si
9665,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,si,no,no,no,relajada,pop,no,casa,si
9666,mañana,nocturno,universitaria,si,si,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,si,casa,no
9667,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,si
9668,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
9669,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,no
9670,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,casa,no
9671,noche,nocturno,secundaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,reggaeton,no,salir,no
9672,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
9673,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9674,noche,madrugador,secundaria,no,si,no,sin mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
9675,noche,madrugador,secundaria,no,no,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
9676,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,si,no,no,ordenada,rock,no,casa,no
9677,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,no,relajada,clasica,si,salir,si
9678,noche,madrugador,secundaria,no,no,no,sin mascotas,cocinar,no,si,si,si,relajada,reggaeton,si,casa,no
9679,mañana,nocturno,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,salir,no
9680,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,si,si,ordenada,reggaeton,si,casa,si
9681,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,relajada,pop,si,casa,no
9682,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,si,casa,no
9683,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,relajada,pop,no,salir,no
9684,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
9685,noche,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
9686,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,salir,no
9687,mañana,madrugador,universitaria,no,no,si,con mascotas,cocinar,no,si,no,si,relajada,pop,si,casa,no
9688,noche,madrugador,universitaria,si,si,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,no,salir,no
9689,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,no,si,si,si,relajada,clasica,si,salir,si
9690,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
9691,mañana,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,no,no,si,ordenada,reggaeton,no,salir,no
9692,mañana,madrugador,secundaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,rock,no,casa,no
9693,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9694,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,no
9695,noche,nocturno,primaria,si,si,no,sin mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,casa,si
9696,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
9697,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
9698,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,clasica,si,salir,si
9699,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,no,relajada,reggaeton,si,salir,si
9700,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,si,si,relajada,pop,no,casa,si
9701,noche,nocturno,secundaria,no,no,no,sin mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
9702,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
9703,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
9704,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
